customer_id,full_name,age,income,city,state,loan_id,loan_type,loan_amount,interest_rate,loan_status,credit_score,issue_date,payment_amount
a2613560-ad49-4fa0-accf-23021f06e422,Jose Wiley,66,1286092,Alexanderstad,Virginia,629623dc-9c5c-427e-ba59-4361dce656e9,Business,3791761,13.97,Active,735,3/11/2018,61737
ad32046a-2885-4d5f-a43a-fea45f21666b,Todd Tate,67,399653,Port Janiceborough,Delaware,eb3da152-35f6-4f73-a1f1-96aa3ea1dbb7,Home,4942812,18.91,Defaulted,614,3/25/2023,58132
08aa0c04-0e5c-466b-8040-4cc6cb95efff,Desiree Pearson,47,1130178,Port Karen,Alaska,de919105-08d1-40cf-b5df-42dc360c6f90,Business,4510025,10.98,Defaulted,841,4/12/2019,2610
f9d21d81-8d72-47c1-a7bd-e6b870838f69,Erin Ochoa,55,223117,North Connie,Delaware,fc810e70-1887-4026-be5e-c58d241005dd,Business,123916,9.79,Closed,362,9/11/2024,42572
a3d4cdfb-0661-40cd-b9a1-3e806bc4a379,Linda Cox,68,257069,North Davidview,Maryland,7526ff55-7c63-481c-a490-9af7e254b5a0,Education,476141,18.31,Defaulted,331,12/10/2018,17988
5c10ad41-f49a-43c9-a809-22768ef87e32,Darrell Mclean,21,586510,Robertport,Nebraska,9536bc98-b256-4c2d-b132-a0b6ba4bb5bb,Home,2067949,5.74,Active,510,10/31/2016,96862
54a3c271-14a5-4de7-a380-586b84d07671,Kylie Collins,18,1904231,Murphyfurt,Montana,1c43690e-cebc-4132-97ee-6cdd0eee54ec,Business,4303618,7.05,Defaulted,762,7/5/2019,67156
93840bdd-7dd0-49a3-ae5b-0cb240ef9f40,Andrea Bailey,25,1309660,Gabriellashire,Delaware,c0a7b8b6-7141-4ef5-9d1f-135b47f6ef61,Home,4648615,6.24,Closed,379,2/27/2015,16335
2c56182d-155b-4884-ab2e-7d8eccf20f91,Kevin Wells,46,1310894,Jaredburgh,South Carolina,5fdf3ba6-b24d-43d8-a8fe-e50ab3acf2dd,Auto,3833599,17.65,Closed,642,3/6/2020,3602
cbd4df59-faaf-4143-b58f-a7570138334d,Jenny Martin,56,1658197,Dianemouth,Arkansas,41442079-4121-4c37-8b9a-839274d5eb41,Auto,659003,5.16,Defaulted,531,4/29/2023,93295
a1b7d42c-d118-4ba5-abe3-caaadd1bf2b1,Carla Manning,20,728092,Nathanborough,Illinois,d8b21485-0fda-412d-ab0a-184ffb89af2e,Auto,2383728,17.92,Active,428,12/21/2020,56625
d25c614e-9f70-4d8c-ae8b-1cc40946751e,Lacey White,49,1453370,Pettyborough,New Mexico,49cef790-667d-4ff1-a893-24c3ca55476f,Business,106680,11.77,Defaulted,318,7/25/2022,86720
f45432ec-1f41-46a2-9be8-0f0befc14786,Julie Hughes,27,1117996,North Billyborough,Indiana,1dac206f-f8f7-4590-8bd2-a03407d5c677,Auto,2100377,5.06,Closed,656,1/1/2021,89458
50f3feb6-4383-448f-ba1c-be7dbb94f420,Keith Ford,27,619792,Ericberg,Alaska,dfe7dc5f-c965-4dee-88cb-44526ff0c291,Education,4750671,11.02,Defaulted,718,8/11/2017,99459
1310f44b-2206-4cea-8443-d8e2b523b026,Alexandra Foley,36,1595326,East Deanton,Arkansas,cce54c38-81c9-49cc-8918-58a24a183589,Education,4875937,7.8,Defaulted,380,6/25/2016,81934
f09a741d-c621-4877-a06d-49491a82430f,Scott Morris,63,291604,Salinaston,Washington,6d17cc3b-79cc-432d-a64e-751a38bfd03d,Business,3918434,14.37,Active,417,6/3/2020,94465
107e3e7a-93b3-4357-9018-ad00bfd872e4,Caroline Porter,51,643607,Davidmouth,North Dakota,51f2a441-e644-4806-81be-c510f649085d,Home,3282838,15.19,Defaulted,793,6/26/2020,62255
747b1069-fb27-486b-b256-6d62c39a5462,Kara Salazar,50,1849538,Taraton,Georgia,302c87ed-d9ca-4d2b-aebc-1ca720b12a6c,Personal,3105319,12.31,Active,791,3/12/2022,61261
191d5aa6-f3c6-4660-9722-2a6a39aee048,Jason Bright,40,684635,Jennafurt,Wisconsin,faf5e92f-6975-4384-b537-e0c0498a37d1,Home,68510,5.61,Defaulted,524,9/27/2019,16903
88b56117-789a-4e3b-b25d-a1b924b03dec,Albert Choi,45,688629,Christopherborough,Arizona,8422016c-c6b8-401c-b532-7b80ec605f14,Home,3781624,14.84,Defaulted,718,2/18/2019,12309
ef885c33-fb7a-4299-83ba-18c9f1fe827d,Eric Edwards,49,1722457,Robinsonland,Massachusetts,c7a6173a-2d1d-4ac1-9ca1-dba806b16805,Home,4710009,17.63,Active,436,12/24/2018,36483
09ada081-9673-47b9-bd94-2db9b8015f51,Christian Burke,67,1191248,Krausefurt,Massachusetts,e839e8bd-2e52-4716-b82c-ff1fd9881279,Home,3510054,15.8,Active,525,9/19/2023,9070
c1cdf9b1-30d8-4153-a844-a7461130c17d,Jennifer Green,24,1527734,West Travis,North Dakota,86e41735-9e80-445a-9dfb-ccfe84ec7986,Personal,2698323,17.45,Closed,633,11/22/2021,34217
59a8a483-141b-4463-8971-fb01fd088c98,Kylie Smith,46,1403640,South Dennischester,Alaska,c1d73917-6093-497a-85e3-bb8f11e23458,Auto,4971091,8.01,Active,528,6/9/2017,95961
2c28d9ba-6372-4fd4-822e-a8de95ffa84d,Antonio Lane,25,533953,New Jessica,Oregon,75ec9aa0-09c1-4822-b023-f96061987c3b,Home,986232,18.33,Defaulted,622,9/10/2017,62305
baa78467-4e44-4ef6-bda5-ecef31844bb6,Michele Hall,18,1877561,Wilsonbury,Colorado,7f136da0-cdd0-4ea8-a30e-15790f308962,Education,4998587,9.83,Closed,407,7/31/2019,16106
8bd6511a-04d1-40c0-a760-db704380e69e,Monica Kline,20,437582,Matthewmouth,Maine,f21fa7b5-f6e9-45b6-9935-2e59b91c2b8f,Business,4779686,5.2,Active,744,1/10/2015,34837
a0c43bc3-6088-4447-9299-05d13b70b9e0,Julie Bowman,41,64036,Mcdonaldland,Arkansas,58ff9412-52bd-4191-8d1e-248c7038d9a3,Business,2018487,17.65,Active,306,4/16/2021,5017
835d0acf-5a82-49fd-bec0-c4c33a086891,Christopher Gutierrez,40,1217017,Phillipston,Idaho,74e5db3f-f239-42d3-8777-12fb640b58bf,Education,1635508,19.13,Closed,427,7/11/2023,30420
116d340a-df69-4c68-8bc9-c3cc9d49d952,Ann Jones,25,162867,New Thomas,Idaho,5e337450-ec1d-4ead-b9e1-9cdb37261ed8,Home,1469702,14.83,Defaulted,652,2/1/2019,94703
ef59033f-601f-4e04-9594-afed0ab0355d,Robert Daniels,64,1138597,Kathrynbury,Arizona,0c7cb4a2-f11f-489f-bfdc-9d70a3d2b66c,Personal,102748,8.47,Defaulted,566,12/5/2015,14582
b013d258-f1dc-4450-9eb5-a9ea8ae6a712,Donald Decker,54,389349,Beckshire,Kentucky,391f2ebf-627b-4273-afd2-7a1f06e5ba75,Auto,4041181,8.78,Closed,513,5/15/2017,80403
85a33714-e3f5-4033-bc2b-1834b844a517,Jasmine Brandt,20,1529946,Jasminehaven,Hawaii,cdd3e9db-5d2a-474c-99e7-72bd831c1011,Business,1161227,12,Defaulted,546,1/6/2022,85205
a6db4791-7ede-41f7-a9ac-af352962d035,Debbie Meyer,68,705503,Lindsaytown,Illinois,5bc20225-9c1e-4f99-bb42-087f8be1ee89,Auto,4147304,18.47,Active,673,4/10/2024,76763
54993cb4-b72a-4473-a4fb-820b061c44ec,Derrick Novak,50,442641,Christinaton,Florida,b7b03395-f510-489c-9bf0-cc3fda2beb29,Personal,78669,7.24,Defaulted,720,8/21/2016,51551
646e0865-969f-414c-95bc-ee2befa06a18,Andrew Arnold,45,1943217,New Dawnmouth,Georgia,cd1f9fe2-5cae-4c31-b4e9-ca24a2df37d4,Business,3596226,17.39,Active,340,2/11/2017,82483
96ad2b2a-670d-4d3a-a1c4-ee993cfd7435,Todd Stevens,64,357283,Olsonmouth,New York,5a860ba3-df8e-47b2-a7cc-a07401e7871e,Auto,2435835,9.37,Defaulted,647,12/20/2014,78468
ca446085-a77f-4035-bf79-cdd40d0792b0,Rachel Diaz,25,780592,Lake Michelleside,Illinois,e96f43c5-3e46-4241-8dd0-ca133ad15b27,Personal,2019387,17.13,Active,442,3/20/2018,11985
1e5c74ef-deca-4cc4-934b-fec22be0f0fd,Michael Huynh,51,1598232,North Feliciashire,North Dakota,f0ac2727-7cf5-45e5-ba1a-c159a2ddc51d,Auto,3999905,18.8,Closed,440,12/17/2023,7375
973b7b6e-1673-41be-85b7-27dc9d074fbb,Tyler Hudson,52,1728557,Floresport,Mississippi,3e483dee-434b-476b-a704-a1bfe1d04a44,Home,4477974,11.41,Active,406,6/5/2015,16805
57983e29-25de-4e34-aacc-cf704486f512,Lance Patel,49,603117,Mooremouth,Mississippi,ddc8057f-b5ef-4a64-af07-8d95925f3845,Personal,1917691,10.48,Defaulted,332,3/24/2016,18107
6ed60ab1-c4dc-46e0-82a4-4ded90934e83,John Taylor,41,411180,West Johntown,Kansas,7dfefe4b-74bf-4dd8-9b97-a6a365bb4189,Auto,1251934,17.03,Active,499,10/4/2019,43401
d8aeb1af-1a60-4952-8c7a-149d4564f950,Christopher Robinson,31,1522086,Lake Shawn,Indiana,6a6eebb7-3c69-4d2e-8bc4-180e2e3b71da,Home,53599,12.94,Defaulted,418,8/19/2016,74071
2d0a9661-510a-4058-98de-6ea1a9fa59fd,Shaun Spence,49,821151,North Robert,South Carolina,8a04fbec-f645-4814-9fa3-db5b91cfd198,Home,1227089,15.27,Defaulted,528,5/11/2018,38588
8f35e51d-63d8-48ff-9200-6e3655a260f5,Tanya Villegas,63,1622091,Hurstmouth,Washington,5fcfe7f2-ec16-4a07-968f-2380082c83d8,Personal,3473261,14.34,Active,484,12/20/2019,17470
339cc568-1cf4-425f-a3fa-144937b6ffd2,Kendra Green,60,653718,Josephborough,Idaho,a8645072-bd0e-42f4-90e9-0d2b90dab2b1,Education,2650017,7.29,Defaulted,514,9/24/2024,25081
0e40e75b-0846-4a8f-94c3-514f8d68a0b8,Andrea Schwartz,33,420782,Josephfort,New Mexico,fa9466bb-f280-44d7-bb30-e8f306271df4,Business,1373038,17.67,Closed,429,4/18/2022,7846
f5b3d3c9-5474-4050-a996-25136e1bbc84,Thomas Perkins,21,32306,East Andreaville,Massachusetts,7aab3ae9-c6cc-4f2d-a4aa-fe149622c869,Personal,2412351,7.94,Defaulted,571,11/1/2020,70685
4335c575-6efb-4043-ade8-d6f2213611ab,Nicholas Smith,69,598110,North Laura,Maryland,d43cc3f3-b203-468a-9a08-43e5c05d59f9,Home,695452,18.98,Closed,307,6/14/2021,30925
3605d990-aa36-4883-9c08-a338be231e6b,Kathy Brewer,54,44042,Port Davidville,Tennessee,95e41276-a7dc-4b4d-9877-86c870488b6b,Home,1705443,8.76,Closed,702,4/17/2019,54989
37c2e4d7-3e93-4ece-bdae-0231f4bf10f1,Tiffany Leach,38,428302,Ericside,Massachusetts,d466b4a2-de5c-42b2-8413-5f430b600734,Personal,2151794,16.01,Defaulted,668,12/18/2020,69748
53ce97d9-6a8f-430f-bc2c-a3b74067253b,Rachel Klein,31,692747,Clarkmouth,Rhode Island,119e207e-0ce8-4f44-9de4-c938181fd020,Education,1632185,9.27,Closed,836,9/28/2019,70458
4e8a34fc-51c5-471f-bb72-9473a6e522eb,Stephanie Jones,48,633712,Allenborough,Mississippi,34d3b9b2-f127-4c6e-aa30-6553289cb525,Business,1440688,9.77,Closed,352,10/31/2016,97080
827fde1b-d3ba-4a5b-a964-c975ce4b4ff8,Cheryl Liu,65,1251266,West Stephanie,Alaska,74cdec18-0b4b-4f15-9d54-285b146a4461,Auto,3939381,9.65,Active,546,4/14/2017,98601
d6f14b2b-31ce-42e7-8e96-579e79773471,Terri Jacobson,35,767410,Jacksonview,North Dakota,bf2e31cb-13f9-41db-baa1-1f5e0b869935,Personal,571315,16.22,Closed,636,6/1/2016,48697
0d65286a-1a2d-4cd8-96dd-283836897536,Brenda Johnson,24,169395,Stephaniebury,Minnesota,48d1516c-d4f5-444c-aece-7740424ea3f4,Business,1517836,13.35,Closed,580,8/3/2023,93601
7fc04757-4e35-46dd-8652-c5faf31a9579,Jessica Cameron,27,1610883,New Markmouth,Maine,90bf4274-2472-4dc1-a935-6e27135e49d9,Business,3348771,18.24,Closed,332,9/8/2023,23694
a44074aa-9449-4ac9-93f6-033c35203144,Sheri Wolfe,24,881858,North Pamelaburgh,Oklahoma,59a44147-c6f9-41b4-b12e-d7b6945e62d6,Home,1878918,9.61,Closed,847,2/16/2016,7042
bc3be47b-d1f1-4a6f-b4a3-2e7d6bef36ba,Austin Thomas,50,1633727,Port John,Massachusetts,5f01543c-8e8f-4b41-978a-061e5113080b,Auto,2788599,15.38,Closed,642,5/16/2022,9013
c1ab0d59-ff73-4378-8477-d6bd88dc43ec,Kristen Pierce,40,1058457,Port Jessica,Missouri,a2754835-3548-403a-b833-3df210159a19,Personal,4007887,16.29,Defaulted,538,2/25/2020,32285
3b87c50a-d843-4bda-a404-44eab53d7fb4,Courtney Rodriguez,38,655311,Logantown,South Dakota,bf9083d8-cbb2-4849-b601-a4ff807ce700,Home,2220972,7.27,Closed,791,5/17/2023,43446
d78f0a43-a1ef-499e-a14b-d37d905e4367,Wendy Murphy,36,1734219,Melvinshire,Pennsylvania,882d1132-236a-4c8a-983b-09f232084c2d,Home,2780502,11.01,Defaulted,476,11/17/2014,53679
2ae24af9-8250-4f37-b041-04d955ac74df,Nicole Greer,65,955783,Jacksonland,Idaho,8f6ac100-cbee-405d-a9e9-0ef808ba4e1a,Education,601764,12.24,Defaulted,343,3/28/2020,91184
a32e3b9d-3e27-4cb0-9ed5-521cd59a5abf,Ashley Sweeney,36,1377719,Oneillshire,New York,e235d7f0-c48b-4737-85be-e76cce911017,Business,3651627,10.34,Defaulted,603,4/30/2023,59068
672dbbae-6232-4788-9a66-48e14267f851,Charles Ford,53,82780,East Russellmouth,Florida,7d628ba0-8d88-47b5-9d99-d37fb6192eeb,Personal,3862079,9.83,Active,568,1/4/2016,4754
d89b477f-f3f1-41a4-be84-2bc62a384301,Diana Aguilar,46,829340,Haneyville,Georgia,3cabcbbf-ced0-4831-bb9b-c790830444fa,Personal,1839033,15.3,Active,699,11/26/2017,12187
bfffc9b7-3108-4edb-8c6a-ebb731a4b8b4,John Rosales,35,1785520,Port Joshua,Maine,3d61bcdb-8ad7-4292-9151-b9539ece5658,Personal,1218931,8.24,Defaulted,730,7/13/2022,38133
9806717b-60e5-4786-b299-5ab2f5cc58d4,Heidi Murphy,19,1456998,South Nathan,Georgia,05f60a39-27f8-452a-832b-dd3ee88c92da,Home,3265775,15.64,Active,720,6/30/2018,67082
68c0f993-ef23-47e5-9fad-805a2c9b6ecc,Destiny Stone,18,1968010,Taylortown,Virginia,078dcc35-de73-4666-bdb0-448edbf74705,Education,4386172,19.03,Closed,430,11/12/2021,37497
fd37101c-d5d7-45b0-b426-0cd94a578fda,Kathy Hill,64,1512017,Lake Bethtown,Massachusetts,0af070da-7b5a-424b-8d83-ce567ac01d66,Auto,2687108,13.48,Defaulted,709,7/16/2023,56036
6d51baeb-0838-4f46-9574-a134e62bdac9,Steve Hodges,22,1761888,Osbornetown,Wyoming,c93c1702-0cd8-493f-beea-cb090ab54241,Home,2175258,14.17,Defaulted,524,12/31/2019,49455
88e67de9-bd9e-4b54-a148-448a26536a9b,Amanda Harris,37,1169282,Annville,Nebraska,138ee27e-3d67-4d32-b7d2-c447081db1c2,Auto,4992422,6.03,Defaulted,442,4/29/2024,97135
dadf0cc8-64f4-4629-bf79-4198c065ff0c,Diane Smith,28,1761599,West Mathewville,Alabama,938b7f65-ea29-4c48-bf3a-3b967676c220,Education,2073106,17.97,Active,839,9/30/2015,5516
0066298d-7eca-4bac-ae6a-48b348f7367a,Teresa Vargas,59,142019,Williamsfurt,North Carolina,173c3fc4-7b60-4481-a978-6f8f94b70b8b,Business,416074,9.28,Active,424,4/27/2015,67795
c93bed6f-31a1-4d2b-96e0-14cfd826eab0,Amanda Medina,19,391852,North Davidton,Alaska,2307b3a9-3eea-4278-a93f-670c3b8b4528,Personal,2034030,14.23,Active,511,6/23/2022,24376
eb708e7f-30fe-463b-b67a-933c087a8f07,Ann Davis,20,1785317,Moyerchester,Alabama,f55f482e-eeea-4382-8cb1-c05dfa7de17d,Auto,3444493,19.69,Closed,727,1/15/2016,90676
87d513da-d2be-46f7-800a-24f3bedd64f2,Jeffery Garcia,40,199001,North Grace,Kentucky,9ff95fee-ecdb-4222-b293-e5126b23605b,Home,316651,13.93,Active,736,2/6/2019,85853
c1049086-eb72-445f-823f-66d7e242e47e,Kevin Charles,29,815775,Cooperside,Massachusetts,ab0e47d2-5c52-441a-865f-1b0286c1c138,Auto,227375,15.87,Defaulted,537,3/21/2016,69045
1bad0b45-fbc7-477e-9b68-b4adc0cb7dfc,Elizabeth Young,37,1931181,Juliaport,Oregon,e42b5d97-0d7b-42e4-896c-2499577cb68f,Business,3298280,11.68,Active,627,3/5/2021,45968
72c4b5a7-f56b-4fbd-981f-5ab422e98e8b,Jordan Cox,22,1168836,Karlafurt,New Mexico,700c76e1-be7c-47f7-b47b-06ddf573d69f,Personal,3351467,5.91,Active,418,12/11/2019,13264
27ecd317-fd13-4da0-a5fb-368eff15f20d,Gary Walker,54,1239439,Bonnieport,Virginia,d9acbe46-1bf2-4fc0-8e60-d50da1c0b5fc,Auto,2277666,16.96,Active,345,6/16/2021,18946
e9b1b795-54d0-47d9-b1ba-fbca74088362,Jacob Smith,55,704494,Seantown,Idaho,880883d7-bb76-4a4d-be36-1e163e10f58b,Business,2388500,5.52,Active,383,6/23/2017,32635
b7952213-bc55-4c79-82f5-98fb2b94cfec,Allison Terry,47,1049870,West Lanceport,New Jersey,13496fd6-8999-4429-9485-f53c5f40a2fe,Home,1876669,15.51,Defaulted,651,12/1/2014,76813
03662009-48a4-4990-8646-26bde4a5b93a,Anthony Griffin,26,1771037,New Sarahside,Missouri,761bd088-226b-4f46-b161-32edfbb62440,Education,4165361,5.34,Active,312,6/9/2021,27365
2eca2755-ab01-418e-ab6c-a727157a6e10,Devon Scott,51,613731,West Brittany,Wisconsin,3f9b1d33-9f4a-4059-885a-7e56308301a4,Home,3675153,17.93,Defaulted,471,7/26/2016,25459
ece514c7-2e94-4db9-9b34-a1ebdfddc6b6,Julia Fuller,61,774471,New Amber,Arizona,8bb2137e-34bb-4a63-bf23-8be880dd5bcc,Personal,2639201,7.36,Active,533,8/1/2024,64913
58b3eaa1-980e-4dbd-8669-fa23d8aad3cd,Nicole Frye,52,339674,Bethview,Wyoming,2870ffa9-131c-4e3b-85e9-edbaade09501,Home,1150620,12.71,Closed,480,11/22/2014,70205
27079359-372c-484a-98d8-24ffd62ac9f9,Jennifer Pace,69,1508591,New Ernestland,Maryland,81d046e3-2764-4599-9cb0-2ee00a6990c2,Home,1058882,13.96,Closed,350,6/27/2015,97100
8419791e-7879-49c9-a193-3b644326cfe5,Brooke Skinner,39,680187,Sparksville,Pennsylvania,f75fb0c4-5c16-4a51-8163-74ddb675e81e,Home,180436,11.86,Defaulted,694,8/2/2018,85401
bd290593-1d80-46f3-817c-d3a638b2b228,Stephanie Hernandez,61,116143,Lake Juanview,Delaware,b77505d9-1435-45f6-b426-4a26606301d2,Home,4333667,10.11,Defaulted,728,7/17/2023,57350
937230d8-06c1-4664-9960-7fb7fbad569a,Robert Hughes,41,1786589,Lake Laura,Maryland,5b6fdc61-6e39-4fa8-8981-feb49bfbbfa8,Personal,2468113,12.02,Closed,573,2/7/2016,17588
7414230a-4bce-440b-ae1e-b59cc7bd09a7,Maria Mcbride,34,164771,East Laura,South Carolina,43111d35-5ace-4196-931e-b203f3b9232a,Business,1725902,9.67,Closed,506,6/25/2016,16040
e3a79c38-9561-4364-a978-db3deb7eac8a,Kimberly Meadows,27,1040332,Andrewville,North Dakota,13010289-70ea-4cc7-adca-4d8d266564e5,Auto,1669530,11.57,Active,447,1/26/2016,18125
a73c5ba4-c5cf-4fe7-8402-84c2ab688eba,Erin Mcdonald,47,1575289,Duncanport,Virginia,6fd6efc2-aed3-4f1d-81f7-0a9f19666dc7,Education,3615117,10.38,Closed,599,9/25/2018,31759
9621f176-97ab-4d20-a376-2e131d1cd5fa,Melody Rojas,63,1028923,Hunterfurt,Alaska,aa8f6704-6a5a-4aba-a745-e58620a71e29,Auto,4650505,13.49,Defaulted,752,6/24/2016,94606
fdada86d-73e3-48c8-a56a-4d58d6131288,Mary Warren,40,920959,Lake Larryberg,West Virginia,26ea7054-1fbe-4ded-a86e-6974759bd390,Auto,3183105,8.57,Defaulted,848,3/9/2017,73585
2460ab36-60d4-4b10-bf30-d4f225beb778,Rodney Kelley,49,1840908,North Jason,South Dakota,be38fb97-f3fd-498b-94c5-8960b595b0d6,Education,3218253,19.83,Closed,682,12/18/2016,82052
041789b9-818b-4b5c-ab16-4221dba34dd1,Eric Fuller,34,680673,Port Amber,Idaho,09a4cd8a-2ab5-41b2-91b2-92ecf0bd3642,Personal,3308021,12.51,Defaulted,833,4/6/2018,38031
ff590124-5668-4f78-a309-ca0cb143a13e,Tonya Martin,67,1737534,Erinmouth,Kansas,905a4745-775f-49f4-8264-7304835ee16f,Education,4281707,7.91,Active,532,9/17/2017,57989
1a3d8d4b-b149-4b7a-9f9b-ccfef113f3da,Dylan Fuller,68,131362,Brownview,West Virginia,17a7076e-8c6d-4dbd-8a4c-7ad00df8a28c,Personal,447046,12.16,Active,428,5/22/2024,5737
46ad87b9-8c6b-4485-a7a5-6f52290f1571,Jennifer Miller,34,1839381,Lake Whitneyfort,Utah,a2a85291-4daa-40cb-b65f-eeb51d8014c8,Auto,3120800,18,Closed,536,3/3/2015,51257
ef410394-c211-4ac0-9b3d-957dd0d77119,Mrs. Carol Brown,31,1359527,Port Johnchester,Illinois,351afe78-a97d-4a84-9214-f2579b4376c2,Personal,2299170,5.33,Defaulted,784,4/29/2015,82563
3efd774a-6f7e-4592-9624-3a1eb1163adc,Amanda Martin,26,1793326,Lake Charles,Arkansas,be8b63a9-a2b3-4051-9a18-dd279383f255,Business,2432800,15.19,Closed,540,5/9/2020,11015
2517523c-6f93-48ad-ab60-4b36f9bc60bf,Lawrence Cannon,57,196298,West Jennamouth,Nebraska,88fdec63-887e-4973-91cf-1a54986ce9a1,Education,1733415,13.22,Defaulted,522,2/18/2018,60991
9055a405-fe11-48e5-8020-831a087c1990,Erin Anderson,19,603838,Snyderburgh,Massachusetts,490885de-fdfe-41fb-8aac-65b0aaf62186,Business,3513587,7.54,Defaulted,398,9/27/2015,37965
351cbb43-6482-41e1-a9ed-c7a4800cdf6f,Brandon Hall,62,493288,Levymouth,Kansas,eb064c8f-ce94-4902-a3ec-488ace95d0e2,Auto,3121097,17.26,Defaulted,572,2/15/2019,16095
350ef0c0-44d5-43e3-883b-92212e41a6ab,John Hill,42,285702,Murraychester,Connecticut,44bdbccc-ab11-4886-b9d7-54a73396c23e,Education,3756871,10.53,Active,698,9/13/2023,16053
0be99429-cf95-4a41-975b-9fb5879965a6,Steven Hawkins,56,1012812,East Jorgeburgh,South Dakota,dac6d5ca-86fd-44b2-a51d-2a175546e14e,Auto,161597,9.41,Defaulted,816,1/8/2015,89408
270a6059-45a7-48df-9a88-978730fef5a1,Kevin Torres,26,332257,New Zachary,Florida,c671ae1a-98f1-491e-af4b-1c2e5c9b90be,Business,4417226,17.42,Active,729,10/6/2020,32519
d8cc8d90-5555-4ed5-bb0f-30ad97b051b9,Dawn Garcia,39,1908007,New James,Mississippi,b13a83c0-86f3-4c88-ad3f-81f9113d34e9,Auto,1461379,14.58,Defaulted,822,3/17/2017,64386
332c2543-344b-419c-b5d3-be25e478da52,Mark Hayden,60,1779814,Doylestad,Connecticut,eec76bc8-21f5-4e9c-ad4f-581fb2e1d1ea,Education,2444019,18.47,Closed,647,5/2/2019,53337
c04f2a93-c00b-42dd-bd90-b5e1e9a2267e,Christian Johnson,63,973847,Lake Mario,New Jersey,bc6e8b4c-efd8-4525-9165-a7691b144198,Education,3886827,14.45,Active,750,11/29/2019,24063
3b21fad2-306b-46cb-84e9-b854af3c2752,Whitney Nichols,21,1126795,Adamtown,North Carolina,4148398d-df58-46b1-a321-49181eddb027,Auto,4241161,16.11,Active,341,10/8/2020,72842
df7471ee-166a-4bf4-ace8-699e785c658d,Joy Lawson,43,1759122,Mccormickview,Minnesota,23c8b165-2134-4386-8524-9fab5073cba9,Education,3725555,17.55,Active,393,7/9/2016,13573
b4c3ff2c-d2f9-4850-b4ab-22efe6b19b05,Mr. Eric Yang,46,974470,Port Brandiside,Oregon,28f4e0c1-aba3-4901-a7c6-ed751be0dd1c,Education,4177741,5.82,Closed,785,11/25/2019,18248
ff6e22d5-381d-4f57-8561-a3e2e407381d,Raymond Goodwin,62,709129,Timothyberg,Texas,796ca662-c6e9-4cf1-b91d-6a8157ee112f,Auto,1739224,16.64,Active,816,7/26/2017,93192
c0a3d266-7de9-4669-8b78-92a622f981a3,Kevin Humphrey,51,795292,Jeffreyland,Hawaii,fb401fa1-d90f-4c6b-802e-b481c0aee02e,Business,2510436,14.21,Closed,449,9/2/2024,17941
6ef3c55b-f0b5-47f6-99ef-fda80aac30b6,Joshua Owens,40,1850200,North Gail,New York,18822dba-2cd1-4b52-8cb5-200b19fbe265,Education,4592429,6.04,Defaulted,798,5/24/2021,79554
526e6d36-8552-4cf8-9c00-1dac95721516,Dr. James Bird,54,256495,Joshuastad,Tennessee,a8391268-7bde-4220-8d4b-8996d4b72cec,Education,1920942,12.63,Defaulted,670,2/15/2022,14088
e9d1cb43-2a39-4914-bfc0-165da7132fb9,Mary Butler,28,1646082,Dustinville,Florida,21d82022-f6e3-481a-ae0d-e361a384e269,Education,4122743,6.24,Closed,784,1/15/2017,87211
b3cfa317-b586-43f1-92c7-49971b472657,Thomas Perez,23,301373,Lake Edwinburgh,Colorado,abfc7b22-b1a7-42b7-8570-5ca842a8d2e8,Education,2943059,16.04,Active,682,12/8/2023,17124
a6222773-9b48-4a27-86f6-80f4217ceab3,Ryan Lloyd,35,1930217,Tracystad,New York,13ec7b49-271b-43dc-8a8b-e230a2021aca,Auto,244202,13.2,Active,491,7/8/2018,83367
a9cc9bec-4bf9-4d73-8a31-bd2ad5f9f85a,Kimberly Ross,38,1620741,East Mirandafurt,Maine,e4590d7a-cf32-444f-8fa1-39ec107e868e,Business,4566025,19.3,Closed,520,5/26/2020,4819
6959d9b1-7a65-4336-aaa6-05350b55bc6e,Raven Gibbs,59,209073,New Christina,Kentucky,39a447d1-9223-4c1b-a1f0-c2181adebb04,Business,3978056,7.75,Defaulted,346,2/2/2017,96822
ae1c9511-ec0c-4a9f-af76-fe57137508f4,Paul Young,53,379281,Lake Stevenport,Idaho,f9afda7f-2bf6-4e85-a72f-e97c2edb1df1,Personal,2879380,14.09,Closed,426,11/12/2021,12164
156588ae-4d46-44c6-aaa8-cbd0f9243c48,Michelle Johns,58,844516,South Michelestad,Minnesota,51d2f3f3-205c-4cb2-9274-ec6a14770ef5,Education,2588309,8.17,Active,306,7/26/2018,33701
ddadaacb-440f-44de-a9bd-9b8e4940550c,Vanessa Collins,55,888212,East Roger,Oregon,99b9daea-ae2b-4759-8720-7149c044ebcc,Education,1665620,14.21,Active,415,12/30/2022,83011
cf24e851-d9e1-4553-a6e8-28f2fa8e1ad9,Tammy Smith,51,1030396,Coxfurt,Hawaii,5f6457c0-d5c0-48f7-a11a-4e56ed16e945,Personal,4851294,15.84,Active,665,11/10/2018,50437
643c5e17-08ce-4dc9-ab2f-f62b8b71a003,Derek Henderson,34,1216454,East Haleyville,Utah,2830470f-59ae-404e-8bbd-4000edfa25ff,Business,2980424,15.83,Active,345,5/10/2020,85841
